,Unnamed: 0,isEdited,review,userName,date,rating,title,developerResponse,Location,Star Ratings,Review Text,Review Last Update Date and Time,Star Rating
160,160,False,"The first thing I do see morning is to turn on AccuWeather and see how long it will be before it starts to rain or whatever the weather might be. I make sure it's not about to start in with rain or any bad weather while I take my dog out to go or just to walk. It is great for planning ahead for trips, going to events or any outdoor activities. I love having this app that tells me how much more time I have until the rain will start & how long till it stops. Thank you for being so on top of things. We live 10 minutes away from Lake Michigan & weather can change quickly so this app is really helpful for our decisions on going & doing things. Thanks again.",Jerraly,2021-09-05 10:05:07,5,I  depend on AccuWeather every day.,,US,5,"The first thing I do see morning is to turn on AccuWeather and see how long it will be before it starts to rain or whatever the weather might be. I make sure it's not about to start in with rain or any bad weather while I take my dog out to go or just to walk. It is great for planning ahead for trips, going to events or any outdoor activities. I love having this app that tells me how much more time I have until the rain will start & how long till it stops. Thank you for being so on top of things. We live 10 minutes away from Lake Michigan & weather can change quickly so this app is really helpful for our decisions on going & doing things. Thanks again.",2021-09-05 10:05:07,5
161,161,False,"I’ve been very happy with using the old version of this app. The information is more detailed than most. I sleep with my phone next to me in case there is any kind of emergency. A couple of times over the course, this App sends Alerts (and in the case of this morning, about a dozen of them) at 5:45 in the morning and the alert is for danger Tomorrow.. Wth. So here I am at 6:30am still trying to get back to sleep. It would be nice if that could be coordinated to coincide with the majority of the sleeping world in relation to the danger. Most, if not all of us, do not need to be alerted at 5:30 in the morning about a storm that’s 32 hours away. But other than that,lol, the app itself is well done. Thank you for that.",Soon To Be Ex-Sonos User,2020-08-03 10:39:59,5,Good App...One Pet Peeve,"{'id': 17053865, 'body': 'Thank you for the feedback and we are glad you are enjoying the app! Can you email that alert issue to support@accuweather.com so that we can have our team look into it! ', 'modified': '2020-08-03T16:51:12Z'}",US,5,"I’ve been very happy with using the old version of this app. The information is more detailed than most. I sleep with my phone next to me in case there is any kind of emergency. A couple of times over the course, this App sends Alerts (and in the case of this morning, about a dozen of them) at 5:45 in the morning and the alert is for danger Tomorrow.. Wth. So here I am at 6:30am still trying to get back to sleep. It would be nice if that could be coordinated to coincide with the majority of the sleeping world in relation to the danger. Most, if not all of us, do not need to be alerted at 5:30 in the morning about a storm that’s 32 hours away. But other than that,lol, the app itself is well done. Thank you for that.",2020-08-03 10:39:59,5
162,162,False,"I have used Accuweather for years.  This has been my go to weather app, but now I am checking other options.  I appreciate the new UI, and that apps need to stay up to date.  I can no longer get weather at my exact location. The app tells me it is raining when it is sunny out.  My city is not large, but the weather can be very different in the north and south.  I can’t trust it to give me good data to make decisions about my outdoor activities.  Before this update I had a large number of cities I could track.  Now I can only track 7 cities, and I receive notifications for all of them.  I only need notifications for my current location - my exact current location, not the city.  When I turn off notifications by city it deletes the city from my list.  
I encourage you to re-examine some of the changes.  For me this app is not reliable.",Mpwilkinson,2020-08-11 02:55:54,2,Disappointed,,US,2,"I have used Accuweather for years.  This has been my go to weather app, but now I am checking other options.  I appreciate the new UI, and that apps need to stay up to date.  I can no longer get weather at my exact location. The app tells me it is raining when it is sunny out.  My city is not large, but the weather can be very different in the north and south.  I can’t trust it to give me good data to make decisions about my outdoor activities.  Before this update I had a large number of cities I could track.  Now I can only track 7 cities, and I receive notifications for all of them.  I only need notifications for my current location - my exact current location, not the city.  When I turn off notifications by city it deletes the city from my list.  
I encourage you to re-examine some of the changes.  For me this app is not reliable.",2020-08-11 02:55:54,2
163,163,False,"I think AccuWeather is the best Weather Reporting App out there right now. They definitely have the other Weather Apps beat by a long shot, and I’ve been following AccuWeather for a long time, and they have always been on top of the Weather, and getting it out to the public as fast as they can, especially when it was bad Weather, and could do a lot of damage. They are always updating their equipment to the best stuff out there on the market today. So AccuWeather, I would like to Thank You Very Much, for all that you do, to keep me, my family, and friends, and the rest of the public out there, safe with your good Reporting, from all the bad Weather out there, that wants to try and hurt us all the time. Thank You Very Much!!!",BigTom65,2018-07-22 22:30:57,5,The Best Weather Reporting Ever!,,US,5,"I think AccuWeather is the best Weather Reporting App out there right now. They definitely have the other Weather Apps beat by a long shot, and I’ve been following AccuWeather for a long time, and they have always been on top of the Weather, and getting it out to the public as fast as they can, especially when it was bad Weather, and could do a lot of damage. They are always updating their equipment to the best stuff out there on the market today. So AccuWeather, I would like to Thank You Very Much, for all that you do, to keep me, my family, and friends, and the rest of the public out there, safe with your good Reporting, from all the bad Weather out there, that wants to try and hurt us all the time. Thank You Very Much!!!",2018-07-22 22:30:57,5
164,164,False,I gave up looking for weather apps years ago. Been stuck on the apple default ever since because the rest are either hilariously inaccurate or so jammed full of ads that they’re unusable. I stumbled across this app looking for info on a winter storm headed this way. Unbelievable! App looks great! Clean. Lots of details but Organized. And get this. The main focus is actually weather! Get an umad once in awhile but that’s perfectly except-able and understandable. It doesn’t block or take away from the content that you actually want. Thank you for this! I think I finally found a weather app. And if it continues to function this way. I will most certainly be upgrading to a subscription.,prc292,2021-02-02 10:02:10,5,Awesome!,"{'id': 20864158, 'body': 'Thank you prc292 for the 5-star review and glowing recommendation. We are delighted that you are enjoying the new app experience! If you have any questions or concerns, please reach out to support@accuweather.com any time.', 'modified': '2021-02-04T19:25:54Z'}",US,5,I gave up looking for weather apps years ago. Been stuck on the apple default ever since because the rest are either hilariously inaccurate or so jammed full of ads that they’re unusable. I stumbled across this app looking for info on a winter storm headed this way. Unbelievable! App looks great! Clean. Lots of details but Organized. And get this. The main focus is actually weather! Get an umad once in awhile but that’s perfectly except-able and understandable. It doesn’t block or take away from the content that you actually want. Thank you for this! I think I finally found a weather app. And if it continues to function this way. I will most certainly be upgrading to a subscription.,2021-02-02 10:02:10,5
165,165,False,"This is a pretty good weather app. Accuracy not perfect but better than many others. Good info obscured by lots of junk, but not more than many others.
New issue is that it asked and I approved it always using my location. Mistake! My iphone X has been running hot and having short battery life. Eventually dug in and found that AccuWeather has been running for hours on the background, pushing it to the top user of battery despite very little active screen time. Reduced it's location access to only when the app is running and problem solved.
This is a bug. Latest version keeps the phone processor cranking constantly even when other apps are in the foreground or phone is asleep.",mountainman3520,2018-12-10 03:51:02,5,Excessive background execution,,US,5,"This is a pretty good weather app. Accuracy not perfect but better than many others. Good info obscured by lots of junk, but not more than many others.
New issue is that it asked and I approved it always using my location. Mistake! My iphone X has been running hot and having short battery life. Eventually dug in and found that AccuWeather has been running for hours on the background, pushing it to the top user of battery despite very little active screen time. Reduced it's location access to only when the app is running and problem solved.
This is a bug. Latest version keeps the phone processor cranking constantly even when other apps are in the foreground or phone is asleep.",2018-12-10 03:51:02,5
166,166,False,"I won’t want to leave a crappy rating for an app I haven’t tested. Wow, this was a shocker and a huge difference. It’s not anything like the old app, doesn’t look like it doesn’t have the same drop down menus; honestly I wasn’t certain I had the Accuweather app; I definitely as not prepared for the change.  This will take some getting used to it is quite a bit different than the old one. With the old one I knew exactly which page to go to find exactly what I was looking for. So my vote isn’t in yet and I’m certain once I get the hang of it, it’ll be just as good or better than the old one but it is an adjustment. And as we all know everything changes. And I will rerate the app after I have used it for a period of time.",Randi LVR,2021-01-14 20:49:42,4,Jury Isn’t In Yet! Read below plz & thnx,"{'id': 20510442, 'body': 'Thank you for your review! If you have any specific suggestions on how we might improve your user experience as you continue to use the app, please do not hesitate to contact us at support@accuweather.com and let us know!\r\n', 'modified': '2021-01-19T18:45:51Z'}",US,4,"I won’t want to leave a crappy rating for an app I haven’t tested. Wow, this was a shocker and a huge difference. It’s not anything like the old app, doesn’t look like it doesn’t have the same drop down menus; honestly I wasn’t certain I had the Accuweather app; I definitely as not prepared for the change.  This will take some getting used to it is quite a bit different than the old one. With the old one I knew exactly which page to go to find exactly what I was looking for. So my vote isn’t in yet and I’m certain once I get the hang of it, it’ll be just as good or better than the old one but it is an adjustment. And as we all know everything changes. And I will rerate the app after I have used it for a period of time.",2021-01-14 20:49:42,4
167,167,False,"I switched from the weather channel app to accuweather when TWC had a major update that for me made it harder to find what I like to see. Accuweather had so many ways to see exactly what I wanted to see without all the extra garbage I don’t care for. Well they just did a major overall and all the personal choices are gone. Looking at radar and you no longer have choices. No past or future options. You get what they want not what you want. Daily is much more distracting with the high low bar graph instead of simple numbers. Looks like I’m in the market for another weather app.  It’s weather, it doesn’t need to be fancy it just needs to be factual. (Oh and it currently it telling me no precipitation for 60 mins while it’s raining with more building behind it, so it’s not even factual)",lfdemthfd,2020-08-02 19:17:02,3,Personal choices gone,"{'id': 17157369, 'body': 'We appreciate you taking the time to write to us and express your opinions. We are sharing your feedback with our app team. Many additions and improvements made to our products occur when users reach out, so please continue to provide any feedback that may help us to improve your experience at support@accuweather.com', 'modified': '2020-08-08T13:22:36Z'}",US,3,"I switched from the weather channel app to accuweather when TWC had a major update that for me made it harder to find what I like to see. Accuweather had so many ways to see exactly what I wanted to see without all the extra garbage I don’t care for. Well they just did a major overall and all the personal choices are gone. Looking at radar and you no longer have choices. No past or future options. You get what they want not what you want. Daily is much more distracting with the high low bar graph instead of simple numbers. Looks like I’m in the market for another weather app.  It’s weather, it doesn’t need to be fancy it just needs to be factual. (Oh and it currently it telling me no precipitation for 60 mins while it’s raining with more building behind it, so it’s not even factual)",2020-08-02 19:17:02,3
168,168,False,"Every time AccuWeather redesigns their app I lose features I liked and gain a lot of new features that are worthless to me. Is it possible to get the old one back???  For example, I used to see the previous hourly stats so when I woke up in morning I could see how much rain fell to gage how long to water lawn. This morning I could see we got some precip but have no idea how much. And now I get weather alerts not just for my current location but every single location I’ve ever searched for. Please guys, stop over-thinking this. The best version was several iterations ago where there were actual weather stories accessible, not just video snippets with no narrative or other context.  My 2 star rating is because it does still give me the essentials, not how I want them but they’re there. Can’t say much else good about this.",Cj nj,2020-07-22 19:34:32,2,"Another upgrade, another loss of features",,US,2,"Every time AccuWeather redesigns their app I lose features I liked and gain a lot of new features that are worthless to me. Is it possible to get the old one back???  For example, I used to see the previous hourly stats so when I woke up in morning I could see how much rain fell to gage how long to water lawn. This morning I could see we got some precip but have no idea how much. And now I get weather alerts not just for my current location but every single location I’ve ever searched for. Please guys, stop over-thinking this. The best version was several iterations ago where there were actual weather stories accessible, not just video snippets with no narrative or other context.  My 2 star rating is because it does still give me the essentials, not how I want them but they’re there. Can’t say much else good about this.",2020-07-22 19:34:32,2
169,169,False,"AccuWeather has been my “go to” meteorologists since the TV commercial with the Traffic Cop wearing a yellow slicker on a sunny day declaring “When AccuWeather says it’s going to rain it usually rains.” Apart from the quality of the forecasts, this UI is modern, pretty, functional, and multi-faceted. I am the the guy who get consulted on the weather quite often and I know that it’s due to the  valuable information that I obtain from here. I love the new design, it is much more intuitive and the little touches like the depiction of the sky with animation is testament to attention to detail. I run the pro version of your app on every device I have. That said, I do take issue with the functioning ABC ""non-ad' link included in the interface. Otherwise, it is just terrific!",dcoloprisco,2017-10-03 21:26:29,5,Peerless,,US,5,"AccuWeather has been my “go to” meteorologists since the TV commercial with the Traffic Cop wearing a yellow slicker on a sunny day declaring “When AccuWeather says it’s going to rain it usually rains.” Apart from the quality of the forecasts, this UI is modern, pretty, functional, and multi-faceted. I am the the guy who get consulted on the weather quite often and I know that it’s due to the  valuable information that I obtain from here. I love the new design, it is much more intuitive and the little touches like the depiction of the sky with animation is testament to attention to detail. I run the pro version of your app on every device I have. That said, I do take issue with the functioning ABC ""non-ad' link included in the interface. Otherwise, it is just terrific!",2017-10-03 21:26:29,5
170,170,False,"I've used this app religiously ever since I can remember and maybe as long as I've been using an iPhone (strated with iPhone 3).  Over the years I've paid for for the AD free verison once, and if memory serves me correctly maybe even twice.  Now with this latest update I'm again, and even more so, now deluged with ads all over.  In a hurrican prone area I would hate now to have to depend on getting through this app for the latest life saving infromation.  It now tells me that my previosu purchase is non-restorable and I have to sign up for thier yearly subscription.  Although I've loved this app I'm tired of sinking money into it.  Even if I have to resort to another app with just as many advertisements I'll do so just to divest myself from this frustrating sequence of events.  It will be missed but atleast my frustrations won't be relived everytime I open it.  Moving now to delete the app from all my devices.",Bobby D iPad,2021-12-08 13:23:01,1,Why am I getting Ads now?,,US,1,"I've used this app religiously ever since I can remember and maybe as long as I've been using an iPhone (strated with iPhone 3).  Over the years I've paid for for the AD free verison once, and if memory serves me correctly maybe even twice.  Now with this latest update I'm again, and even more so, now deluged with ads all over.  In a hurrican prone area I would hate now to have to depend on getting through this app for the latest life saving infromation.  It now tells me that my previosu purchase is non-restorable and I have to sign up for thier yearly subscription.  Although I've loved this app I'm tired of sinking money into it.  Even if I have to resort to another app with just as many advertisements I'll do so just to divest myself from this frustrating sequence of events.  It will be missed but atleast my frustrations won't be relived everytime I open it.  Moving now to delete the app from all my devices.",2021-12-08 13:23:01,1
171,171,False,"Increased my rating for the latest update to 14.0.1. It really was rediculous to remove Apple Watch Complications for the brand new version when released. I found out by searching through AccuWeather support responses on Twitter that they would return soon after the initial release. I can get used to the new layout/UI and find what I need on iPhone, but it was shocking and disorienting to see at first! So far, the Watch App don't refresh consistently until you reopen the app, and I am annoyed that the Middle Complication for the Modular watch face no longer shows the Dew Point or RealFeel. The Current Location is not needed for this face if you want something to remove. Please strongly consider addressing this unwanted change for Apple Watch users.",Amostyle,2020-07-15 13:44:57,4,Apple Watch Complications Back!,,US,4,"Increased my rating for the latest update to 14.0.1. It really was rediculous to remove Apple Watch Complications for the brand new version when released. I found out by searching through AccuWeather support responses on Twitter that they would return soon after the initial release. I can get used to the new layout/UI and find what I need on iPhone, but it was shocking and disorienting to see at first! So far, the Watch App don't refresh consistently until you reopen the app, and I am annoyed that the Middle Complication for the Modular watch face no longer shows the Dew Point or RealFeel. The Current Location is not needed for this face if you want something to remove. Please strongly consider addressing this unwanted change for Apple Watch users.",2020-07-15 13:44:57,4
172,172,False,"Fastest weather app I’ve used. It doesn’t take long to load a new location and the radar is awesome. The only problem I have is some intuitive interface issues. I’m a designer and the scroll feature hour by hour has an indicator dot to highlight what hour you’re on which is pretty nice. However, you can only scroll above this area on the temperature numbers. It’s counter intuitive and you can’t scroll in the graphical area with the sliding indicator dot. If you try, the app glitches a bit - screen jumps around. Doesn’t really make sense and for a user, and is hard to understand off the bat. It takes a minute to understand. Interfaces should be fluid and intuitive for a user. That’s my only real issue though. If that was fixed, I’d say this is your best bet for a weather app. Big time.",ckaiser306,2018-09-14 23:54:11,3,Fast and Accurate With Slight Interface Issues,,US,3,"Fastest weather app I’ve used. It doesn’t take long to load a new location and the radar is awesome. The only problem I have is some intuitive interface issues. I’m a designer and the scroll feature hour by hour has an indicator dot to highlight what hour you’re on which is pretty nice. However, you can only scroll above this area on the temperature numbers. It’s counter intuitive and you can’t scroll in the graphical area with the sliding indicator dot. If you try, the app glitches a bit - screen jumps around. Doesn’t really make sense and for a user, and is hard to understand off the bat. It takes a minute to understand. Interfaces should be fluid and intuitive for a user. That’s my only real issue though. If that was fixed, I’d say this is your best bet for a weather app. Big time.",2018-09-14 23:54:11,3
173,173,False,"I cannot believe that you think looking at your program in landscape only is an improvement. I use my tablet in the portrait manner and that made life easy. Please fix it. What happened to the scales you use to have. Made it easier to see things. Not this. Please fix it. What happened to all of my locations. I travel. I like to look up the weather along my route and at my destination so I know how to dress and prepare. You took it down to 10 locations making it difficult for travelers to plan their trips. Please fix it. Use to have accuweather on my Apple Watch. What happened. You took it away. Please fix it. When you fix all the problems, I will fix my rating of this app. Please fix it.....

I said I would upgrade the rating and I have. The only thing you have done is put accuweather back on the Apple Watch. When are you going to fix all the other problems?",vansycwd,2020-11-14 17:00:23,1,Accuweather going down hill,"{'id': 19143512, 'body': 'Thank you for the review! Unfortunately, the new update does not currently have Portrait Mode available on tablets. Please watch for updates in the future.\nAs for your other suggestions, we have passed them down to our developers. ', 'modified': '2020-11-16T16:34:24Z'}",US,1,"I cannot believe that you think looking at your program in landscape only is an improvement. I use my tablet in the portrait manner and that made life easy. Please fix it. What happened to the scales you use to have. Made it easier to see things. Not this. Please fix it. What happened to all of my locations. I travel. I like to look up the weather along my route and at my destination so I know how to dress and prepare. You took it down to 10 locations making it difficult for travelers to plan their trips. Please fix it. Use to have accuweather on my Apple Watch. What happened. You took it away. Please fix it. When you fix all the problems, I will fix my rating of this app. Please fix it.....

I said I would upgrade the rating and I have. The only thing you have done is put accuweather back on the Apple Watch. When are you going to fix all the other problems?",2020-11-14 17:00:23,1
174,174,False,"I used to like this app better than others, but at some point the weather alerts that popped up when my phone was locked changed. It USED to summarize the actual danger. Now it just says “Special Weather Advisory.” To view the actual danger, I now have to unlock my phone, open the app, tap the Special Weather Advisory button, tap the Special Weather Statement heading, and THEN I can view the information. THIS TAKES WAY TOO LONG!! For those of us who live in tornado alleys, every millisecond counts. The actual  danger should be summarized right in the alert that pops up when the phone is unlocked so I know if I need to take action. Also, when I swipe to find out more, it should take me directly to the alert information within the app. I should not have to tap on anything to view the entire message. This works for my email app. Why not Accuweather too??",SLMUFN1,2018-02-23 11:21:30,2,Safety Issue: Fix the Alert Notifications!!,,US,2,"I used to like this app better than others, but at some point the weather alerts that popped up when my phone was locked changed. It USED to summarize the actual danger. Now it just says “Special Weather Advisory.” To view the actual danger, I now have to unlock my phone, open the app, tap the Special Weather Advisory button, tap the Special Weather Statement heading, and THEN I can view the information. THIS TAKES WAY TOO LONG!! For those of us who live in tornado alleys, every millisecond counts. The actual  danger should be summarized right in the alert that pops up when the phone is unlocked so I know if I need to take action. Also, when I swipe to find out more, it should take me directly to the alert information within the app. I should not have to tap on anything to view the entire message. This works for my email app. Why not Accuweather too??",2018-02-23 11:21:30,2
175,175,False,"I’ll be honest, I was not a big fan of the change from the old version to the new version. It’s grown on me, and I’ve learned to use it. But I did like the old one best. However, I see a lot of people saying that. And your response is that you’ve adapted, and you have to keep up with technology. We get it, change is good.

That said, why do you not have widgets yet? It’s been around for over a month. It’s the new way that I view weather, and I cannot use your app to do that. So I’ve settled for using other apps that share the weather through widgets on my home screen. Is it going to rain? I have no idea, but the big square says that it’s 63°. So I’ll go with that. Get it together AccuWeather. Your app is taking up space on my phone until you develop a widget, and if you don’t, delete it is.",jmb810,2020-11-11 14:05:59,3,Adapt or die,"{'id': 19094777, 'body': 'Thank you for your review and insight! Widgets are one of our AccuWeather developers highest priorities and will be available very soon, so keep an eye out for updates! ', 'modified': '2020-11-13T15:28:55Z'}",US,3,"I’ll be honest, I was not a big fan of the change from the old version to the new version. It’s grown on me, and I’ve learned to use it. But I did like the old one best. However, I see a lot of people saying that. And your response is that you’ve adapted, and you have to keep up with technology. We get it, change is good.

That said, why do you not have widgets yet? It’s been around for over a month. It’s the new way that I view weather, and I cannot use your app to do that. So I’ve settled for using other apps that share the weather through widgets on my home screen. Is it going to rain? I have no idea, but the big square says that it’s 63°. So I’ll go with that. Get it together AccuWeather. Your app is taking up space on my phone until you develop a widget, and if you don’t, delete it is.",2020-11-11 14:05:59,3
176,176,False,"I’ve used this as my primary weather app for a few years and it has generally been pretty good. In fact, it was initially spooky accurate. If the app said it was going to start raining in 22 minutes, it was going to start raining in 22 minutes. The general daily forecasts were about as accurate as any other. 

Lately, though, things have gone a bit off the rails. Specifically, this app no longer understands what wind chill is. For instance, it may tell me that on an overcast day with a temperature of 38 and 10 mph winds, the “Real Feel” is 43 degrees (Fahrenheit).  It was good for a few jokes at first, but now it’s just annoying. 

Otherwise I like the layout and functionality of the app. Hopefully the ‘Accu’ part comes back at least in how it treats wind.",A4Cabrio,2020-03-31 06:05:01,4,Losing its grip,,US,4,"I’ve used this as my primary weather app for a few years and it has generally been pretty good. In fact, it was initially spooky accurate. If the app said it was going to start raining in 22 minutes, it was going to start raining in 22 minutes. The general daily forecasts were about as accurate as any other. 

Lately, though, things have gone a bit off the rails. Specifically, this app no longer understands what wind chill is. For instance, it may tell me that on an overcast day with a temperature of 38 and 10 mph winds, the “Real Feel” is 43 degrees (Fahrenheit).  It was good for a few jokes at first, but now it’s just annoying. 

Otherwise I like the layout and functionality of the app. Hopefully the ‘Accu’ part comes back at least in how it treats wind.",2020-03-31 06:05:01,4
177,177,False,"I have been using Accuweather for a few years now because I thought they had the best data collect on our weather and very accurate. However, just recently found out that Accuweather are nothing more than a bunch of LOBBYISTS trying to milk money out of their users. Weather affects EVERYONE and should be FREE PUBLIC ACCESS. Accuweather believes instead that only those that can afford should be giving early notice of severe weather and that is MESS UP.
They actively tried to push the National Weather Service (our FREE public weather service that uses our tax dollars to fund and run) to stop releasing data publicly and only privately give it out for commercial use, meaning they actively tried to take away our right to free public weather news. 
NOT only that, but they went on to argue and BAN the National Weather Service for making its own free app. 
Accuweather is a scum company and should not be trusted.",Meme7513,2022-05-23 13:17:47,1,Watch THE G WORD on Netflix!!,,US,1,"I have been using Accuweather for a few years now because I thought they had the best data collect on our weather and very accurate. However, just recently found out that Accuweather are nothing more than a bunch of LOBBYISTS trying to milk money out of their users. Weather affects EVERYONE and should be FREE PUBLIC ACCESS. Accuweather believes instead that only those that can afford should be giving early notice of severe weather and that is MESS UP.
They actively tried to push the National Weather Service (our FREE public weather service that uses our tax dollars to fund and run) to stop releasing data publicly and only privately give it out for commercial use, meaning they actively tried to take away our right to free public weather news. 
NOT only that, but they went on to argue and BAN the National Weather Service for making its own free app. 
Accuweather is a scum company and should not be trusted.",2022-05-23 13:17:47,1
178,178,False,"Why do developers always do this? The original app was clean and all you had to do was scroll to get daily and weekly predictions. The ads were fairly unobtrusive and the interface uncluttered. That has all changed. The new app is just awful. The useful information is now buried deep within endless sub-pages and tough to find in the cluttered interface. Ads now take up most of the interface and things like the hourly prediction scroller seem gone for good. What good is a weather app that just lists two predictions - day and night? In much of the country the weather changes radically through the day, but you won’t know it with this awful app now. Seriously. You could get everything the app now shows in a newspaper. Even the website for my local TV news has finer-grained predictions. I’ve used Accuweather for years, but I’m deleting the app now. They really ruined a good app.",KoowanPStark,2021-02-12 01:29:03,1,Good app ruined by update,"{'id': 21092638, 'body': 'Thank you for your review. We are sorry to hear you are not satisfied with the progress of our updates. We hope you can enjoy our app again in the future.\r\n', 'modified': '2021-02-16T15:44:00Z'}",US,1,"Why do developers always do this? The original app was clean and all you had to do was scroll to get daily and weekly predictions. The ads were fairly unobtrusive and the interface uncluttered. That has all changed. The new app is just awful. The useful information is now buried deep within endless sub-pages and tough to find in the cluttered interface. Ads now take up most of the interface and things like the hourly prediction scroller seem gone for good. What good is a weather app that just lists two predictions - day and night? In much of the country the weather changes radically through the day, but you won’t know it with this awful app now. Seriously. You could get everything the app now shows in a newspaper. Even the website for my local TV news has finer-grained predictions. I’ve used Accuweather for years, but I’m deleting the app now. They really ruined a good app.",2021-02-12 01:29:03,1
179,179,False,"I’ve never found AccuWeather has the most accurate weather, but always liked it because the information was presented visually. I particularly liked the horizontal hourly weather graph that could be filtered to show temp, real feel and rain. That’s now been moved to a separate page that you need to navigate to and placed as a numeric list that you can’t filter. I can’t think of any good reason as to why they would remove such a great feature.
As a result I’ve now downloaded the Dark Sky app that has a similar vertical way of presenting hourly forecast visually in the home screen and in a way that can be filtered by more parameters than the new AccuWeather downgrade.
It seems like they’ve tried to add more data, but in doing so have made it less intuitive and harder to visualize the data. I hope they read these reviews and take another look at how they present the data.",princemark75,2020-07-25 19:43:41,1,Removed the best feature,,US,1,"I’ve never found AccuWeather has the most accurate weather, but always liked it because the information was presented visually. I particularly liked the horizontal hourly weather graph that could be filtered to show temp, real feel and rain. That’s now been moved to a separate page that you need to navigate to and placed as a numeric list that you can’t filter. I can’t think of any good reason as to why they would remove such a great feature.
As a result I’ve now downloaded the Dark Sky app that has a similar vertical way of presenting hourly forecast visually in the home screen and in a way that can be filtered by more parameters than the new AccuWeather downgrade.
It seems like they’ve tried to add more data, but in doing so have made it less intuitive and harder to visualize the data. I hope they read these reviews and take another look at how they present the data.",2020-07-25 19:43:41,1
180,180,False,"OK so I just went in and checked it out it is pretty easy to navigate all in all. I couldn’t find stuff so I doubt it I thought oh here I am it’s gonna take me another three days to learn how to use this app. But no it was actually quite simple once I started clicking on things. Don’t get upset about it and jump the gun like I did give it a chance. Pretty cool app!

The previous app that I had for weather was perfect it was easy to use easy to read and now here I feel like I have to go back to school and learn a whole new app all over again. Not all not all of us want a new app all the time! Not happy may not keep it!",Brinkle20,2020-07-21 21:06:49,5,I don’t like the new app!  OK so maybe I jumped the gun a little bit. 😏,,US,5,"OK so I just went in and checked it out it is pretty easy to navigate all in all. I couldn’t find stuff so I doubt it I thought oh here I am it’s gonna take me another three days to learn how to use this app. But no it was actually quite simple once I started clicking on things. Don’t get upset about it and jump the gun like I did give it a chance. Pretty cool app!

The previous app that I had for weather was perfect it was easy to use easy to read and now here I feel like I have to go back to school and learn a whole new app all over again. Not all not all of us want a new app all the time! Not happy may not keep it!",2020-07-21 21:06:49,5
181,181,False,"The app is good and accuweather is well known for being accurate which is great! But using it with Apple Watch series 3 is my complaint. I wish it would feature a radar screen along with the rain timing circle. And my biggest complaint is the sunrise/ sunset info after I tap on the watch for more info. If the sun has already risen for that day, I don’t care what time it came up, as it’s already up. And if the sun already set, I don’t care what time sunset was. I’d love current info for that day BEFORE it happens. If I’m incorrect and it’s showing tomorrow’s info with the rest of today’s forecast or current weather, that doesn’t help either. I’d just like current info. If those gripes were changed, it would be PERFECT!",dsbuckles1,2017-10-15 18:37:23,5,Good weather app,"{'id': 1516253, 'body': 'Thank you for your feedback.  I will pass along your suggestions.', 'modified': '2017-10-17T17:17:26Z'}",US,5,"The app is good and accuweather is well known for being accurate which is great! But using it with Apple Watch series 3 is my complaint. I wish it would feature a radar screen along with the rain timing circle. And my biggest complaint is the sunrise/ sunset info after I tap on the watch for more info. If the sun has already risen for that day, I don’t care what time it came up, as it’s already up. And if the sun already set, I don’t care what time sunset was. I’d love current info for that day BEFORE it happens. If I’m incorrect and it’s showing tomorrow’s info with the rest of today’s forecast or current weather, that doesn’t help either. I’d just like current info. If those gripes were changed, it would be PERFECT!",2017-10-15 18:37:23,5
182,182,False,"Screen is ""junky"" and the text size more appropriate for viewing on a larger-than-a-phone device. In an effort to make it pretty it's become balky, way slower than it needs to be and it's missing key elements ( like telling me the nws has issued a tornado warning-found out from the Weather Channel app.) keep trying but clean it up a little. I've been saving screen shots of your ""screw-ups"", like once last year in Maryland, where it was 15° with a wind chill of 0° while your app told me the ""real feel"" is 31°. How can I trust your forecast when you can't even accurately report current conditions? This past weekend we got about 4 or 5 inches of snow. Accuweather didn’t pick up on this event until the day it started snowing but local forecasters had it 2 or 3 days before that.",Ftzwtr,2019-01-15 01:36:03,4,Nice try but..,,US,4,"Screen is ""junky"" and the text size more appropriate for viewing on a larger-than-a-phone device. In an effort to make it pretty it's become balky, way slower than it needs to be and it's missing key elements ( like telling me the nws has issued a tornado warning-found out from the Weather Channel app.) keep trying but clean it up a little. I've been saving screen shots of your ""screw-ups"", like once last year in Maryland, where it was 15° with a wind chill of 0° while your app told me the ""real feel"" is 31°. How can I trust your forecast when you can't even accurately report current conditions? This past weekend we got about 4 or 5 inches of snow. Accuweather didn’t pick up on this event until the day it started snowing but local forecasters had it 2 or 3 days before that.",2019-01-15 01:36:03,4
